# Time (Myr)     rI [kpc]       vI [km/s]     
  4.4023e+01   1.1700e+00   3.1112e+01
  4.4169e+01   1.1746e+00   3.1146e+01
  4.4315e+01   1.1793e+00   3.1182e+01
  4.4461e+01   1.1839e+00   3.1223e+01
  4.4620e+01   1.1890e+00   3.1263e+01
  4.4766e+01   1.1937e+00   3.1301e+01
  4.4912e+01   1.1983e+00   3.1339e+01
  4.5071e+01   1.2034e+00   3.1373e+01
  4.5217e+01   1.2081e+00   3.1409e+01
  4.5363e+01   1.2128e+00   3.1446e+01
  4.5509e+01   1.2175e+00   3.1484e+01
  4.5668e+01   1.2226e+00   3.1522e+01
  4.5814e+01   1.2273e+00   3.1564e+01
  4.5960e+01   1.2320e+00   3.1602e+01
  4.6118e+01   1.2372e+00   3.1638e+01
  4.6265e+01   1.2419e+00   3.1679e+01
  4.6411e+01   1.2466e+00   3.1718e+01
  4.6557e+01   1.2514e+00   3.1758e+01
  4.6715e+01   1.2565e+00   3.1797e+01
  4.6861e+01   1.2612e+00   3.1838e+01
  4.7007e+01   1.2660e+00   3.1875e+01
  4.7166e+01   1.2712e+00   3.1917e+01
  4.7313e+01   1.2760e+00   3.1964e+01
  4.7459e+01   1.2807e+00   3.2004e+01
  4.7606e+01   1.2856e+00   3.2046e+01
  4.7766e+01   1.2908e+00   3.2088e+01
  4.7913e+01   1.2956e+00   3.2135e+01
  4.8061e+01   1.3005e+00   3.2181e+01
  4.8210e+01   1.3054e+00   3.2227e+01
  4.8360e+01   1.3103e+00   3.2281e+01
  4.8510e+01   1.3153e+00   3.2342e+01
  4.8662e+01   1.3203e+00   3.2406e+01
  4.8814e+01   1.3254e+00   3.2478e+01
  4.8954e+01   1.3300e+00   3.2567e+01
  4.9109e+01   1.3352e+00   3.2662e+01
  4.9264e+01   1.3404e+00   3.2774e+01
  4.9408e+01   1.3452e+00   3.2908e+01
  4.9552e+01   1.3500e+00   3.3059e+01
  4.9711e+01   1.3554e+00   3.3220e+01
  4.9857e+01   1.3604e+00   3.3407e+01
  5.0003e+01   1.3654e+00   3.3601e+01
  5.0151e+01   1.3705e+00   3.3807e+01
  5.0299e+01   1.3756e+00   3.4028e+01
  5.0463e+01   1.3813e+00   3.4227e+01
  5.0599e+01   1.3861e+00   3.4442e+01
  5.0751e+01   1.3915e+00   3.4637e+01
  5.0903e+01   1.3969e+00   3.4839e+01
  5.1057e+01   1.4024e+00   3.5029e+01
  5.1198e+01   1.4074e+00   3.5238e+01
  5.1356e+01   1.4131e+00   3.5442e+01
  5.1500e+01   1.4184e+00   3.5689e+01
  5.1661e+01   1.4243e+00   3.5935e+01
  5.1811e+01   1.4298e+00   3.6206e+01
  5.1948e+01   1.4349e+00   3.6520e+01
  5.2103e+01   1.4407e+00   3.6887e+01
  5.2261e+01   1.4467e+00   3.7536e+01
  5.2407e+01   1.4523e+00   3.9066e+01
  5.2557e+01   1.4585e+00   4.2238e+01
  5.2710e+01   1.4654e+00   4.7643e+01
  5.2849e+01   1.4727e+00   5.9155e+01
  5.3011e+01   1.4836e+00   0.0000e+00
  5.3159e+01   0.0000e+00   0.0000e+00
  5.3310e+01   0.0000e+00   0.0000e+00
  5.3446e+01   0.0000e+00   0.0000e+00
  5.3605e+01   0.0000e+00   0.0000e+00
  5.3749e+01   0.0000e+00   0.0000e+00
  5.3895e+01   0.0000e+00   0.0000e+00
  5.4045e+01   0.0000e+00   0.0000e+00
  5.4198e+01   0.0000e+00   0.0000e+00
  5.4354e+01   0.0000e+00   0.0000e+00
  5.4514e+01   0.0000e+00   0.0000e+00
  5.4653e+01   0.0000e+00   0.0000e+00
  5.4794e+01   0.0000e+00   0.0000e+00
  5.4961e+01   0.0000e+00   0.0000e+00
  5.5107e+01   0.0000e+00   0.0000e+00
  5.5255e+01   0.0000e+00   0.0000e+00
  5.5405e+01   0.0000e+00   0.0000e+00
  5.5557e+01   0.0000e+00   0.0000e+00
  5.5710e+01   0.0000e+00   0.0000e+00
  5.5839e+01   0.0000e+00   0.0000e+00
  5.5996e+01   0.0000e+00   0.0000e+00
  5.6155e+01   0.0000e+00   0.0000e+00
  5.6289e+01   0.0000e+00   0.0000e+00
  5.6452e+01   0.0000e+00   0.0000e+00
  5.6588e+01   0.0000e+00   0.0000e+00
  5.6753e+01   0.0000e+00   0.0000e+00
  5.6892e+01   0.0000e+00   0.0000e+00
  5.7060e+01   0.0000e+00   0.0000e+00
  5.7202e+01   0.0000e+00   0.0000e+00
  5.7345e+01   0.0000e+00   0.0000e+00
  5.7489e+01   0.0000e+00   0.0000e+00
  5.7664e+01   0.0000e+00   0.0000e+00
  5.7811e+01   0.0000e+00   0.0000e+00
  5.7958e+01   0.0000e+00   0.0000e+00
  5.8107e+01   0.0000e+00   0.0000e+00
  5.8257e+01   0.0000e+00   0.0000e+00
  5.8408e+01   0.0000e+00   0.0000e+00
  5.8560e+01   0.0000e+00   0.0000e+00
  5.8683e+01   0.0000e+00   0.0000e+00
  5.8837e+01   0.0000e+00   0.0000e+00
  5.8992e+01   0.0000e+00   0.0000e+00
  5.9149e+01   0.0000e+00   0.0000e+00
  5.9307e+01   0.0000e+00   0.0000e+00
  5.9434e+01   0.0000e+00   0.0000e+00
  5.9595e+01   0.0000e+00   0.0000e+00
  5.9756e+01   0.0000e+00   0.0000e+00
  5.9885e+01   0.0000e+00   0.0000e+00
  6.0048e+01   0.0000e+00   0.0000e+00
  6.0212e+01   0.0000e+00   0.0000e+00
  6.0344e+01   0.0000e+00   0.0000e+00
  6.0510e+01   0.0000e+00   0.0000e+00
  6.0644e+01   0.0000e+00   0.0000e+00
  6.0812e+01   0.0000e+00   0.0000e+00
  6.0947e+01   0.0000e+00   0.0000e+00
  6.1083e+01   0.0000e+00   0.0000e+00
  6.1254e+01   0.0000e+00   0.0000e+00
  6.1392e+01   0.0000e+00   0.0000e+00
  6.1530e+01   0.0000e+00   0.0000e+00
  6.1704e+01   0.0000e+00   0.0000e+00
  6.1844e+01   0.0000e+00   0.0000e+00
  6.1985e+01   0.0000e+00   0.0000e+00
  6.2127e+01   0.0000e+00   0.0000e+00
  6.2306e+01   0.0000e+00   0.0000e+00
  6.2449e+01   0.0000e+00   0.0000e+00
  6.2594e+01   0.0000e+00   0.0000e+00
  6.2739e+01   0.0000e+00   0.0000e+00
  6.2885e+01   0.0000e+00   0.0000e+00
  6.3031e+01   0.0000e+00   0.0000e+00
  6.3179e+01   0.0000e+00   0.0000e+00
  6.3327e+01   0.0000e+00   0.0000e+00
  6.3476e+01   0.0000e+00   0.0000e+00
  6.3625e+01   0.0000e+00   0.0000e+00
  6.3776e+01   0.0000e+00   0.0000e+00
  6.3927e+01   0.0000e+00   0.0000e+00
  6.4080e+01   0.0000e+00   0.0000e+00
  6.4233e+01   0.0000e+00   0.0000e+00
  6.4387e+01   0.0000e+00   0.0000e+00
  6.4541e+01   0.0000e+00   0.0000e+00
  6.4697e+01   0.0000e+00   0.0000e+00
  6.4854e+01   0.0000e+00   0.0000e+00
  6.4972e+01   0.0000e+00   0.0000e+00
  6.5130e+01   0.0000e+00   0.0000e+00
  6.5289e+01   0.0000e+00   0.0000e+00
  6.5449e+01   0.0000e+00   0.0000e+00
  6.5570e+01   0.0000e+00   0.0000e+00
  6.5732e+01   0.0000e+00   0.0000e+00
  6.5894e+01   0.0000e+00   0.0000e+00
  6.6058e+01   0.0000e+00   0.0000e+00
  6.6181e+01   0.0000e+00   0.0000e+00
  6.6347e+01   0.0000e+00   0.0000e+00
  6.6471e+01   0.0000e+00   0.0000e+00
  6.6639e+01   0.0000e+00   0.0000e+00
  6.6807e+01   0.0000e+00   0.0000e+00
  6.6934e+01   0.0000e+00   0.0000e+00
  6.7104e+01   0.0000e+00   0.0000e+00
  6.7232e+01   0.0000e+00   0.0000e+00
  6.7404e+01   0.0000e+00   0.0000e+00
  6.7533e+01   0.0000e+00   0.0000e+00
  6.7707e+01   0.0000e+00   0.0000e+00
  6.7838e+01   0.0000e+00   0.0000e+00
  6.7969e+01   0.0000e+00   0.0000e+00
  6.8145e+01   0.0000e+00   0.0000e+00
  6.8278e+01   0.0000e+00   0.0000e+00
  6.8456e+01   0.0000e+00   0.0000e+00
  6.8590e+01   0.0000e+00   0.0000e+00
  6.8725e+01   0.0000e+00   0.0000e+00
  6.8905e+01   0.0000e+00   0.0000e+00
  6.9041e+01   0.0000e+00   0.0000e+00
  6.9178e+01   0.0000e+00   0.0000e+00
  6.9316e+01   0.0000e+00   0.0000e+00
  6.9500e+01   0.0000e+00   0.0000e+00
  6.9640e+01   0.0000e+00   0.0000e+00
  6.9779e+01   0.0000e+00   0.0000e+00
  6.9920e+01   0.0000e+00   0.0000e+00
  7.0061e+01   0.0000e+00   0.0000e+00
  7.0250e+01   0.0000e+00   0.0000e+00
  7.0393e+01   0.0000e+00   0.0000e+00
  7.0536e+01   0.0000e+00   0.0000e+00
  7.0681e+01   0.0000e+00   0.0000e+00
  7.0826e+01   0.0000e+00   0.0000e+00
  7.0971e+01   0.0000e+00   0.0000e+00
  7.1118e+01   0.0000e+00   0.0000e+00
  7.1265e+01   0.0000e+00   0.0000e+00
  7.1412e+01   0.0000e+00   0.0000e+00
  7.1561e+01   0.0000e+00   0.0000e+00
  7.1710e+01   0.0000e+00   0.0000e+00
  7.1860e+01   0.0000e+00   0.0000e+00
  7.2011e+01   0.0000e+00   0.0000e+00
  7.2163e+01   0.0000e+00   0.0000e+00
  7.2315e+01   0.0000e+00   0.0000e+00
  7.2468e+01   0.0000e+00   0.0000e+00
  7.2622e+01   0.0000e+00   0.0000e+00
  7.2777e+01   0.0000e+00   0.0000e+00
  7.2933e+01   0.0000e+00   0.0000e+00
  7.3089e+01   0.0000e+00   0.0000e+00
  7.3247e+01   0.0000e+00   0.0000e+00
  7.3405e+01   0.0000e+00   0.0000e+00
  7.3510e+01   0.0000e+00   0.0000e+00
  7.3670e+01   0.0000e+00   0.0000e+00
  7.3830e+01   0.0000e+00   0.0000e+00
  7.3991e+01   0.0000e+00   0.0000e+00
  7.4153e+01   0.0000e+00   0.0000e+00
  7.4262e+01   0.0000e+00   0.0000e+00
  7.4425e+01   0.0000e+00   0.0000e+00
  7.4590e+01   0.0000e+00   0.0000e+00
  7.4755e+01   0.0000e+00   0.0000e+00
  7.4866e+01   0.0000e+00   0.0000e+00
